ID;Trial;Deck;Win;Lost;NfCC
1201;181;D;500;0;47
1201;182;B;1000;0;47
1201;183;C;500;0;47
1201;184;B;1000;0;47
1201;185;B;1000;0;47
1201;186;D;500;0;47
1201;187;C;500;500;47
1201;188;B;1000;0;47
1201;189;D;500;0;47
1201;190;B;1000;0;47
1201;191;D;500;0;47
1201;192;C;500;500;47
1201;193;A;1000;0;47
1201;194;A;1000;0;47
1201;195;A;1000;0;47
1201;196;A;1000;0;47
1201;197;A;1000;0;47
1201;198;A;1000;0;47
1201;199;A;1000;0;47
1201;200;A;1000;0;47
1371;1;B;1000;0;53
1371;2;A;1000;0;53
1371;3;D;500;0;53
1371;4;C;500;0;53
1371;5;A;1000;2500;53
1371;6;D;500;0;53
1371;7;D;500;0;53
1371;8;D;500;0;53
1371;9;B;1000;12500;53
1371;10;D;500;0;53
1371;11;C;500;500;53
1371;12;A;1000;2000;53
1371;13;D;500;0;53
1371;14;D;500;0;53
1371;15;D;500;0;53
1371;16;D;500;2500;53
1371;17;B;1000;0;53
1371;18;B;1000;0;53
1371;19;B;1000;0;53
1371;20;B;1000;0;53
1371;21;B;1000;0;53
1371;22;B;1000;0;53
1371;23;B;1000;0;53
1371;24;A;1000;0;53
1371;25;A;1000;3000;53
1371;26;D;500;0;53
1371;27;D;500;0;53
1371;28;D;500;0;53
1371;29;D;500;0;53
1371;30;D;500;0;53
1371;31;C;500;500;53
1371;32;D;500;2500;53
1371;33;A;1000;0;53
1371;34;A;1000;0;53
1371;35;A;1000;2500;53
1371;36;B;1000;0;53
1371;37;B;1000;0;53
1371;38;B;1000;0;53
1371;39;B;1000;0;53
1371;40;B;1000;0;53
1371;41;B;1000;0;53
1371;42;D;500;0;53
1371;43;B;1000;0;53
1371;44;D;500;0;53
1371;45;D;500;0;53
1371;46;D;500;0;53
1371;47;B;1000;0;53
1371;48;D;500;0;53
1371;49;D;500;0;53
1371;50;D;500;0;53
1371;51;B;1000;12500;53
1371;52;D;500;0;53
1371;53;D;500;0;53
1371;54;D;500;0;53
1371;55;C;500;500;53
1371;56;A;1000;0;53
1371;57;A;1000;2500;53
1371;58;D;500;0;53
1371;59;D;500;0;53
1371;60;D;500;0;53
1371;61;D;500;0;53
1371;62;B;1000;0;53
1371;63;B;1000;0;53
1371;64;B;1000;0;53
1371;65;B;1000;0;53
1371;66;B;1000;0;53
1371;67;B;1000;0;53
1371;68;B;1000;0;53
1371;69;B;1000;0;53
1371;70;D;500;2500;53
1371;71;B;1000;0;53
1371;72;B;1000;0;53
1371;73;B;1000;12500;53
1371;74;B;1000;0;53
1371;75;B;1000;0;53
1371;76;B;1000;0;53
1371;77;B;1000;0;53
1371;78;B;1000;0;53
1371;79;B;1000;0;53
1371;80;B;1000;0;53
1371;81;B;1000;0;53
1371;82;B;1000;12500;53
1371;83;B;1000;0;53
1371;84;B;1000;0;53
1371;85;B;1000;0;53
1371;86;B;1000;0;53
1371;87;B;1000;0;53
1371;88;B;1000;0;53
1371;89;B;1000;12500;53
1371;90;B;1000;0;53
1371;91;B;1000;0;53
1371;92;B;1000;0;53
1371;93;B;1000;0;53
1371;94;B;1000;0;53
1371;95;D;500;0;53
1371;96;D;500;0;53
1371;97;D;500;0;53
1371;98;D;500;0;53
1371;99;D;500;0;53
1371;100;A;1000;0;53
1371;101;A;1000;1500;53
1371;102;A;1000;0;53
1371;103;A;1000;0;53
1371;104;A;1000;2500;53
1371;105;C;500;0;53
1371;106;C;500;0;53
1371;107;C;500;500;53
1371;108;B;1000;0;53
1371;109;B;1000;0;53
1371;110;B;1000;0;53
1371;111;B;1000;0;53
1371;112;B;1000;12500;53
1371;113;D;500;0;53
1371;114;D;500;0;53
1371;115;D;500;0;53
1371;116;D;500;0;53
1371;117;D;500;2500;53
1371;118;D;500;0;53
1371;119;B;1000;0;53
1371;120;B;1000;0;53
1371;121;B;1000;0;53
1371;122;B;1000;0;53
1371;123;B;1000;0;53
1371;124;A;1000;2500;53
1371;125;C;500;0;53
1371;126;C;500;0;53
1371;127;B;1000;0;53
1371;128;B;1000;0;53
1371;129;B;1000;0;53
1371;130;C;500;500;53
1371;131;D;500;0;53
1371;132;D;500;0;53
1371;133;D;500;2500;53
1371;134;D;500;0;53
1371;135;D;500;0;53
1371;136;D;500;0;53
1371;137;D;500;0;53
1371;138;D;500;0;53
1371;139;D;500;0;53
1371;140;D;500;2500;53
1371;141;B;1000;0;53
1371;142;B;1000;12500;53
1371;143;B;1000;0;53
1371;144;B;1000;0;53
1371;145;B;1000;0;53
1371;146;B;1000;0;53
1371;147;B;1000;0;53
1371;148;B;1000;0;53
1371;149;C;500;0;53
1371;150;C;500;500;53
1371;151;A;1000;0;53
1371;152;A;1000;3500;53
1371;153;B;1000;0;53
1371;154;B;1000;12500;53
1371;155;B;1000;0;53
1371;156;B;1000;0;53
1371;157;B;1000;0;53
1371;158;D;500;0;53
1371;159;D;500;0;53
1371;160;D;500;0;53
1371;161;D;500;0;53
1371;162;D;500;0;53
1371;163;D;500;0;53
1371;164;D;500;0;53
1371;165;D;500;0;53
1371;166;D;500;0;53
1371;167;D;500;0;53
1371;168;D;500;0;53
1371;169;D;500;0;53
1371;170;D;500;0;53
1371;171;D;500;0;53
1371;172;C;500;0;53
1371;173;D;500;0;53
1371;174;D;500;0;53
1371;175;D;500;0;53
1371;176;C;500;0;53
1371;177;D;500;2500;53
1371;178;D;500;0;53
1371;179;D;500;0;53
1371;180;D;500;0;53
1371;181;D;500;0;53
1371;182;D;500;2500;53
1371;183;B;1000;0;53
